username,id,created_at,name,verified,profile_image_url,description,protected,location,url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.hashtags,entities.description.urls,pinned_tweet_id,entities.description.mentions
RepFischbach,1344375287484723205,2020-12-30T20:11:55.000Z,Rep. Michelle Fischbach,True,https://pbs.twimg.com/profile_images/1561083001366265856/8Wwemjpy_normal.jpg,"Proudly representing Minnesota's 7th District in the U.S. House of Representatives. Serving on @HouseAgGOP, @JudiciaryGOP & @RulesReps.",False,Minnesota,https://t.co/LZjJIeRwn2,7581,532,1234,269,"[{'start': 0, 'end': 23, 'url': 'https://t.co/LZjJIeRwn2', 'expanded_url': 'http://fischbach.house.gov', 'display_url': 'fischbach.house.gov'}]",,,,"[{'start': 95, 'end': 106, 'username': 'HouseAgGOP'}, {'start': 108, 'end': 121, 'username': 'JudiciaryGOP'}, {'start': 124, 'end': 134, 'username': 'RulesReps'}]"
RepMTG,1344356576786866176,2020-12-30T18:57:01.000Z,Rep. Marjorie Taylor Greene🇺🇸,True,https://pbs.twimg.com/profile_images/1549758722989334529/v73AhyQ5_normal.jpg,"Christian, Wife, Mother, and Congresswoman representing Georgia’s 14th District",False,"Rome, GA",https://t.co/5uKHPbfyNT,1124670,261,2420,2829,"[{'start': 0, 'end': 23, 'url': 'https://t.co/5uKHPbfyNT', 'expanded_url': 'http://greene.house.gov', 'display_url': 'greene.house.gov'}]",,,1517852261963243521,
RepGarbarino,1344349650447433729,2020-12-30T18:28:49.000Z,Rep. Andrew Garbarino,True,https://pbs.twimg.com/profile_images/1345549516125167616/NeuVOQWT_normal.jpg,Official Twitter account of Rep. Andrew Garbarino. Proudly representing New York's 2nd Congressional District.,False,,https://t.co/6RXAYOTaWw,5590,329,1141,215,"[{'start': 0, 'end': 23, 'url': 'https://t.co/6RXAYOTaWw', 'expanded_url': 'http://garbarino.house.gov', 'display_url': 'garbarino.house.gov'}]",,,1556006364044054528,
RepKatCammack,1344325638983987201,2020-12-30T16:53:31.000Z,Congresswoman Kat Cammack,True,https://pbs.twimg.com/profile_images/1344418605769887744/l3yGYKd3_normal.jpg,"Member of @HouseAgGOP, @HomelandGOP, @EconomyGOP | Youngest GOP woman in 117th Congress | Proudly representing #FL03 in the U.S. House 🇺🇸",False,"Gainesville, FL / Capitol Hill",https://t.co/SXZXvpsw4u,34543,514,3611,332,"[{'start': 0, 'end': 23, 'url': 'https://t.co/SXZXvpsw4u', 'expanded_url': 'http://cammack.house.gov', 'display_url': 'cammack.house.gov'}]","[{'start': 111, 'end': 116, 'tag': 'FL03'}]",,1570821313459109888,"[{'start': 10, 'end': 21, 'username': 'HouseAgGOP'}, {'start': 23, 'end': 35, 'username': 'HomelandGOP'}, {'start': 37, 'end': 48, 'username': 'EconomyGOP'}]"
RepLisaMcClain,1344032292432437248,2020-12-29T21:28:39.000Z,Representative Lisa McClain,True,https://pbs.twimg.com/profile_images/1345205475558752256/BaY9VPJK_normal.jpg,Lifelong Michigander proudly representing MI10. Member of @HASCRepublicans & @EdLaborGOP. Bringing real world business experience and commonsense to Washington.,False,"Romeo, MI",https://t.co/fNdiRtbSyv,15963,444,2395,305,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fNdiRtbSyv', 'expanded_url': 'http://mcclain.house.gov', 'display_url': 'mcclain.house.gov'}]",,,,"[{'start': 58, 'end': 74, 'username': 'HASCRepublicans'}, {'start': 77, 'end': 88, 'username': 'EdLaborGOP'}]"
RepCawthorn,1344007696555663360,2020-12-29T19:50:34.000Z,Rep. Madison Cawthorn,True,https://pbs.twimg.com/profile_images/1455310984264962055/yVwiGmJs_normal.jpg,Proudly representing the people of North Carolina's 11th Congressional District in the United States House of Representatives.,False,,https://t.co/aw3yhSSMJE,178651,393,2450,851,"[{'start': 0, 'end': 23, 'url': 'https://t.co/aw3yhSSMJE', 'expanded_url': 'https://cawthorn.house.gov/', 'display_url': 'cawthorn.house.gov'}]",,,,
RepDonaldsPress,1343968646050283522,2020-12-29T17:14:49.000Z,Congressman Byron Donalds,True,https://pbs.twimg.com/profile_images/1344343639850364939/8h4GprDW_normal.jpg,"Proudly representing the people of #FL19 | Serving on the @housebudgetGOP, @GOPoversight, & @HSBCgop Committees | Comms Dir. @HarrisonWFields | Official Account",False,,https://t.co/KDoA9ki1AQ,59956,331,3062,409,"[{'start': 0, 'end': 23, 'url': 'https://t.co/KDoA9ki1AQ', 'expanded_url': 'http://donalds.house.gov', 'display_url': 'donalds.house.gov'}]","[{'start': 35, 'end': 40, 'tag': 'FL19'}]",,1565507460554702849,"[{'start': 58, 'end': 73, 'username': 'housebudgetGOP'}, {'start': 75, 'end': 88, 'username': 'GOPoversight'}, {'start': 92, 'end': 100, 'username': 'HSBCgop'}, {'start': 125, 'end': 141, 'username': 'HarrisonWFields'}]"
RepSteel,1343740146630451200,2020-12-29T02:06:41.000Z,Rep. Michelle Steel,True,https://pbs.twimg.com/profile_images/1408435725109010434/b_FM97YL_normal.jpg,"Korean-American wife, mother & tax fighter serving #CA48 in Congress. @TransportGOP & @EdLaborGOP. Living the American dream. 🇺🇸",False,,https://t.co/VfplmmaSHr,16220,237,1674,264,"[{'start': 0, 'end': 23, 'url': 'https://t.co/VfplmmaSHr', 'expanded_url': 'https://steel.house.gov/', 'display_url': 'steel.house.gov'}]","[{'start': 51, 'end': 56, 'tag': 'CA48'}]",,,"[{'start': 70, 'end': 83, 'username': 'TransportGOP'}, {'start': 86, 'end': 97, 'username': 'EdLaborGOP'}]"
RepCarlos,1343679195034103808,2020-12-28T22:04:32.000Z,Rep. Carlos A. Gimenez,True,https://pbs.twimg.com/profile_images/1377250715215749126/1oDKoLXH_normal.jpg,"U.S. Congressman serving #FL26 | Working past the gridlock to deliver results for South Florida | Member of @TransportGOP, @HomelandGOP & @HouseScienceGOP",False,"Miami, FL",https://t.co/mBFlwnm8rA,13322,245,1607,279,"[{'start': 0, 'end': 23, 'url': 'https://t.co/mBFlwnm8rA', 'expanded_url': 'https://gimenez.house.gov/', 'display_url': 'gimenez.house.gov'}]","[{'start': 25, 'end': 30, 'tag': 'FL26'}]",,1532104698638962689,"[{'start': 108, 'end': 121, 'username': 'TransportGOP'}, {'start': 123, 'end': 135, 'username': 'HomelandGOP'}, {'start': 138, 'end': 154, 'username': 'HouseScienceGOP'}]"
RepFranklin,1343664721384398849,2020-12-28T21:06:58.000Z,Congressman Scott Franklin,True,https://pbs.twimg.com/profile_images/1363905247601655811/b2rY800o_normal.jpg,"Proudly representing Florida's 15th Congressional District. 
""Not for self, but for country.""",False,"Lakeland, FL",https://t.co/va8TlyBkcu,7202,232,1064,247,"[{'start': 0, 'end': 23, 'url': 'https://t.co/va8TlyBkcu', 'expanded_url': 'http://Franklin.house.gov', 'display_url': 'Franklin.house.gov'}]",,,,
RepMaryMiller,1343656635907125250,2020-12-28T20:35:13.000Z,Rep. Mary Miller,True,https://pbs.twimg.com/profile_images/1345761002089017352/RkkvBkgp_normal.jpg,"Official account for Congresswoman Mary Miller. Proudly serving the 15th District of Illinois. @HouseAgGOP, @EdLaborGOP & @FreedomCaucus",False,"Oakland, IL",https://t.co/Znc6NxpKsY,52220,837,1781,478,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Znc6NxpKsY', 'expanded_url': 'https://marymiller.house.gov/', 'display_url': 'marymiller.house.gov'}]",,,1572247292983361540,"[{'start': 95, 'end': 106, 'username': 'HouseAgGOP'}, {'start': 108, 'end': 119, 'username': 'EdLaborGOP'}, {'start': 122, 'end': 136, 'username': 'FreedomCaucus'}]"
RepTonyGonzales,1343627416120532992,2020-12-28T18:39:06.000Z,Rep. Tony Gonzales,True,https://pbs.twimg.com/profile_images/1343627927838142464/tdGyhYg4_normal.jpg,"Husband to Angel, father x 6, @USNavy Master Chief (Ret.) & former cryptologist. Proudly serving Texas’ 23rd District on @HouseAppropsGOP 🇺🇸",False,#TX23,https://t.co/NUiuDpKHeM,10559,651,2128,252,"[{'start': 0, 'end': 23, 'url': 'https://t.co/NUiuDpKHeM', 'expanded_url': 'http://gonzales.house.gov', 'display_url': 'gonzales.house.gov'}]",,,,"[{'start': 30, 'end': 37, 'username': 'USNavy'}, {'start': 121, 'end': 137, 'username': 'HouseAppropsGOP'}]"
RepBourdeaux,1343620645452595200,2020-12-28T18:11:43.000Z,Rep. Carolyn Bourdeaux,True,https://pbs.twimg.com/profile_images/1345745027566243846/HkshH1Ao_normal.jpg,"Proudly representing #GA07. Advocate for Georgia families and a big fan of budgets. Before Congress, I taught at @aysps — go Panthers!",False,,https://t.co/8WkPIwcz3E,7519,121,2218,248,"[{'start': 0, 'end': 23, 'url': 'https://t.co/8WkPIwcz3E', 'expanded_url': 'http://bourdeaux.house.gov', 'display_url': 'bourdeaux.house.gov'}]","[{'start': 21, 'end': 26, 'tag': 'GA07'}]",,1552684677395353600,"[{'start': 113, 'end': 119, 'username': 'aysps'}]"
RepNancyMace,1343597700542038017,2020-12-28T16:41:08.000Z,Rep. Nancy Mace,True,https://pbs.twimg.com/profile_images/1344644863191560196/_sLBt0UA_normal.jpg,@WaffleHouse to #Citadel to US House. Working hard serving the Lowcountry. Ranking Member Civil Rights Committee on Oversight. #SC01 #LowcountryFirst 🌙🌴🌊🇺🇸,False,"Charleston, SC",https://t.co/TWG4Cmd8B7,62885,1122,2816,434,"[{'start': 0, 'end': 23, 'url': 'https://t.co/TWG4Cmd8B7', 'expanded_url': 'https://mace.house.gov/', 'display_url': 'mace.house.gov'}]","[{'start': 16, 'end': 24, 'tag': 'Citadel'}, {'start': 127, 'end': 132, 'tag': 'SC01'}, {'start': 133, 'end': 149, 'tag': 'LowcountryFirst'}]",,1570743570986049539,"[{'start': 0, 'end': 12, 'username': 'WaffleHouse'}]"
RepMarieNewman,1343578440977494018,2020-12-28T15:24:22.000Z,Congresswoman Marie Newman,True,https://pbs.twimg.com/profile_images/1345783189562916864/j9v7rA1I_normal.jpg,"Mother, Congresswoman. Fighter for stronger infrastructure and an economy that works for everyone. Representing #IL03. Member of @TransportDems & @HouseSmallBiz",False,"Illinois, USA",https://t.co/gTUSoHJAnc,52988,356,2615,422,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gTUSoHJAnc', 'expanded_url': 'http://Newman.House.gov', 'display_url': 'Newman.House.gov'}]","[{'start': 112, 'end': 117, 'tag': 'IL03'}]",,1524534273667223553,"[{'start': 129, 'end': 143, 'username': 'TransportDems'}, {'start': 146, 'end': 160, 'username': 'HouseSmallBiz'}]"
RepPatFallon,1343258042704527362,2020-12-27T18:11:28.000Z,Rep. Pat Fallon,True,https://pbs.twimg.com/profile_images/1429163534823342080/gsBs0LPT_normal.jpg,Proudly representing the people of Texas' 4th Congressional District in the United States House of Representatives.,False,North Texas,https://t.co/hdfAzautkq,14156,551,2008,290,"[{'start': 0, 'end': 23, 'url': 'https://t.co/hdfAzautkq', 'expanded_url': 'http://fallon.house.gov', 'display_url': 'fallon.house.gov'}]",,,,
RepBoebert,1342989756611907584,2020-12-27T00:24:52.000Z,Rep. Lauren Boebert,True,https://pbs.twimg.com/profile_images/1497011473473810438/4CQEb-mK_normal.jpg,"Congresswoman (CO-03) • Co-Chair #2A Caucus • Member @NatResources, @HouseBudgetGOP, and @FreedomCaucus • Vice-Chair @WesternCaucus • 🇺🇸",False,Colorado ,https://t.co/wE8pA3FBBL,480922,317,1444,1444,"[{'start': 0, 'end': 23, 'url': 'https://t.co/wE8pA3FBBL', 'expanded_url': 'http://boebert.house.gov', 'display_url': 'boebert.house.gov'}]","[{'start': 33, 'end': 36, 'tag': '2A'}]",,1527677194532753410,"[{'start': 53, 'end': 66, 'username': 'NatResources'}, {'start': 68, 'end': 83, 'username': 'HouseBudgetGOP'}, {'start': 89, 'end': 103, 'username': 'FreedomCaucus'}, {'start': 117, 'end': 131, 'username': 'WesternCaucus'}]"
RepRonnyJackson,1341903465610686464,2020-12-24T00:29:18.000Z,Ronny Jackson,True,https://pbs.twimg.com/profile_images/1345773612226277377/9Us7FmwH_normal.jpg,Proudly serving the people of #TX13 in Congress.,False,,https://t.co/5gNPREa9kY,20676,134,932,320,"[{'start': 0, 'end': 23, 'url': 'https://t.co/5gNPREa9kY', 'expanded_url': 'https://jackson.house.gov/', 'display_url': 'jackson.house.gov'}]","[{'start': 30, 'end': 35, 'tag': 'TX13'}]",,1356740008405794818,
RepPfluger,1341120751399809026,2020-12-21T20:40:01.000Z,Rep. August Pfluger,True,https://pbs.twimg.com/profile_images/1398108576326066178/Q8Dmx6f-_normal.jpg,"US Air Force Colonel (Res.), F-22 Fighter Pilot, Husband, Father, and Congressman for the 11th District of Texas.",False,TX-11,https://t.co/IaU1mH9bWF,10739,605,2557,274,"[{'start': 0, 'end': 23, 'url': 'https://t.co/IaU1mH9bWF', 'expanded_url': 'http://pfluger.house.gov', 'display_url': 'pfluger.house.gov'}]",,,,
RepJerryCarl,1341091420439015424,2020-12-21T18:41:55.000Z,Rep. Jerry Carl,True,https://pbs.twimg.com/profile_images/1376689116935491587/BmQgyV9E_normal.jpg,I’m proud to represent Alabama’s 1st Congressional District in Congress. Currently serving on @HASCRepublicans and @NatResources.,False,"Alabama, USA",https://t.co/L4Y2aIGKNc,4921,743,913,278,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L4Y2aIGKNc', 'expanded_url': 'http://carl.house.gov', 'display_url': 'carl.house.gov'}]",,,,"[{'start': 94, 'end': 110, 'username': 'HASCRepublicans'}, {'start': 115, 'end': 128, 'username': 'NatResources'}]"
RepAshleyHinson,1340783304304410625,2020-12-20T22:17:12.000Z,Ashley Hinson,True,https://pbs.twimg.com/profile_images/1343676797007892481/wyWNJ7wg_normal.jpg,"Proud mom and wife. Representing IA-01 in Congress and bringing a dose of Iowa common sense to Washington.

FB: https://t.co/ovQqAUsFrY",False,"Washington, DC",https://t.co/vZGI3XATrF,15809,625,2584,319,"[{'start': 0, 'end': 23, 'url': 'https://t.co/vZGI3XATrF', 'expanded_url': 'https://hinson.house.gov/', 'display_url': 'hinson.house.gov'}]",,"[{'start': 112, 'end': 135, 'url': 'https://t.co/ovQqAUsFrY', 'expanded_url': 'https://www.facebook.com/RepAshleyHinson', 'display_url': 'facebook.com/RepAshleyHinson'}]",1523710109225947136,
RepBethVanDuyne,1339633259349745670,2020-12-17T18:07:41.000Z,Congresswoman Beth Van Duyne,True,https://pbs.twimg.com/profile_images/1339633691086217216/DgBVGqMI_normal.jpg,"Single mother. Former mayor. Proudly representing North Texas. American by birth, Texan by the Grace of God.",False,"Dallas, TX",https://t.co/DCOsBaagxu,27297,1253,2614,331,"[{'start': 0, 'end': 23, 'url': 'https://t.co/DCOsBaagxu', 'expanded_url': 'https://vanduyne.house.gov', 'display_url': 'vanduyne.house.gov'}]",,,1550136950731988999,
RepBarryMoore,1339006078688825344,2020-12-16T00:35:16.000Z,Rep. Barry Moore,True,https://pbs.twimg.com/profile_images/1357081525813149698/W3nYEhkr_normal.jpg,U.S. Representative for #AL02 Do justly. Love mercy. Walk humbly. Micah 6:8,False,,https://t.co/4zGwMEEysz,5822,666,1870,293,"[{'start': 0, 'end': 23, 'url': 'https://t.co/4zGwMEEysz', 'expanded_url': 'https://BarryMoore.house.gov/', 'display_url': 'BarryMoore.house.gov'}]","[{'start': 24, 'end': 29, 'tag': 'AL02'}]",,,
RepBlakeMoore,1337452596093587462,2020-12-11T17:42:41.000Z,Congressman Blake Moore,True,https://pbs.twimg.com/profile_images/1550208528442441728/JrI6N6KB_normal.jpg,"Serving Utah’s First District in Congress, coaching little league, and riding around the Capitol on a scooter. 🛵",False,,https://t.co/5Nljhf9xob,6935,397,1115,232,"[{'start': 0, 'end': 23, 'url': 'https://t.co/5Nljhf9xob', 'expanded_url': 'http://blakemoore.house.gov', 'display_url': 'blakemoore.house.gov'}]",,,,
RepMeijer,1334164871420796928,2020-12-02T15:57:55.000Z,Rep. Peter Meijer,True,https://pbs.twimg.com/profile_images/1491651723508817921/Sdcw4HuC_normal.jpg,"Former Afghanistan aid worker, Iraq Veteran, and subsidiarity proponent proudly representing West Michigan #MI03 in Congress. https://t.co/dOUskSS89O",False,"Grand Rapids, MI",https://t.co/xRydPOZVNj,72552,1030,1686,531,"[{'start': 0, 'end': 23, 'url': 'https://t.co/xRydPOZVNj', 'expanded_url': 'http://meijer.house.gov', 'display_url': 'meijer.house.gov'}]","[{'start': 107, 'end': 112, 'tag': 'MI03'}]","[{'start': 126, 'end': 149, 'url': 'https://t.co/dOUskSS89O', 'expanded_url': 'http://Facebook.com/RepPeterMeijer', 'display_url': 'Facebook.com/RepPeterMeijer'}]",1451200055407304704,
RepAuchincloss,1330278736554582016,2020-11-21T22:35:59.000Z,Rep. Jake Auchincloss,True,https://pbs.twimg.com/profile_images/1390677870645760004/P8vCKESK_normal.jpg,Dad. Marine. Former Newton City Councilor. Congressman representing MA-04. Vice-Chair of @FSCDems and member of @TransportDems.,False,"Washington, DC. ",https://t.co/NlgvwQTzdf,17005,187,1180,249,"[{'start': 0, 'end': 23, 'url': 'https://t.co/NlgvwQTzdf', 'expanded_url': 'http://auchincloss.house.gov', 'display_url': 'auchincloss.house.gov'}]",,,1558205078359740418,"[{'start': 89, 'end': 97, 'username': 'FSCDems'}, {'start': 112, 'end': 126, 'username': 'TransportDems'}]"
RepMariaSalazar,1325928411689349120,2020-11-09T22:29:20.000Z,Rep. María Elvira Salazar,True,https://pbs.twimg.com/profile_images/1407827552098471941/9tvtXe3S_normal.jpg,U.S. Congresswoman | Daughter of Exiles | Emmy Award-Winning Journalist | Serving on @HouseForeignGOP & @HSBCgop | #FL27☀️🌴🇺🇸,False,"Miami, FL",https://t.co/ruROT74EJn,38438,341,1872,343,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ruROT74EJn', 'expanded_url': 'https://linktr.ee/repmariaelvirasalazar', 'display_url': 'linktr.ee/repmariaelvira…'}]","[{'start': 115, 'end': 120, 'tag': 'FL27'}]",,,"[{'start': 85, 'end': 101, 'username': 'HouseForeignGOP'}, {'start': 104, 'end': 112, 'username': 'HSBCgop'}]"
SenMarkKelly,1324926274888888320,2020-11-07T04:12:32.000Z,Senator Mark Kelly,True,https://pbs.twimg.com/profile_images/1334158015130320899/jwQnwuaZ_normal.png,"United States Senator for Arizona. Father, husband, Navy combat veteran, and retired NASA astronaut.",False,"Arizona, USA",https://t.co/7BcT74BVAN,135009,1,1460,686,"[{'start': 0, 'end': 23, 'url': 'https://t.co/7BcT74BVAN', 'expanded_url': 'http://kelly.senate.gov', 'display_url': 'kelly.senate.gov'}]",,,,
SenatorHick,1318728336923787264,2020-10-21T01:38:38.000Z,Senator John Hickenlooper,True,https://pbs.twimg.com/profile_images/1345571465660399618/CRru144A_normal.jpg,Proudly serving the people of Colorado in the U.S. Senate.,False,Colorado,https://t.co/N3g1U9WPvs,33573,398,1799,398,"[{'start': 0, 'end': 23, 'url': 'https://t.co/N3g1U9WPvs', 'expanded_url': 'https://www.hickenlooper.senate.gov/', 'display_url': 'hickenlooper.senate.gov'}]",,,,
RepRitchie,1276403757224546304,2020-06-26T06:36:14.000Z,Rep. Ritchie Torres,True,https://pbs.twimg.com/profile_images/1345500865436807168/Egj-DQId_normal.jpg,"Congressman for #NY15 (South Bronx). Bronx native, product of public housing. Fighting every day for the essential borough. He/him. Official House account.",False,"Bronx, NY—Washington, DC",https://t.co/CmS1NMSsuO,25881,1005,1726,289,"[{'start': 0, 'end': 23, 'url': 'https://t.co/CmS1NMSsuO', 'expanded_url': 'https://ritchietorres.house.gov/congressional-art-competition', 'display_url': 'ritchietorres.house.gov/congressional-…'}]","[{'start': 16, 'end': 21, 'tag': 'NY15'}]",,1478772592794378245,
RepJacobs,1276232539510919168,2020-06-25T19:15:35.000Z,Rep. Chris Jacobs,True,https://pbs.twimg.com/profile_images/1288864965550583814/myiHUrAr_normal.jpg,Proudly representing the great people of New York's 27th Congressional District. Official Account of Congressman Chris Jacobs,False,,https://t.co/tNDp49loqE,5460,125,916,209,"[{'start': 0, 'end': 23, 'url': 'https://t.co/tNDp49loqE', 'expanded_url': 'http://jacobs.house.gov', 'display_url': 'jacobs.house.gov'}]",,,,
